"ACTIVITY_KEY"	"ACTIVITYALT_KEY"	"ACTIVITYNAME"	"ACTIVITYSHORTNAME"	"ACTIVITYSHORTNAMEENUM"	"ACTIVITYGROUP"	"ACTIVITYSUBGROUP"	"ACTIVITYSEGMENT"	"ACTIVITYVALIDCODE"	"INDUSTRYALT_KEY"	"BSR1ACODE"	"BSR1BCODE"	"FOODPRO"	"ACTIVITYLBRCODE"	"ASSETCLASS"	"BSR3CODE"	"CIBIL_CONSUMERACTYPE"	"COMODITYCODE"	"SECTORLBRCODE"	"SICKINDUSTRYCODE"	"SICKSSIINDALT_KEY"	"ASSETCLASSNORM"	"OTHERASSETS"	"MINORACTIVITY"	"SHGACTIVITY"	"PROD"	"INV"	"NF"	"ACT_TYPE"	"LBRGROUP"	"LBRSUBGROUP"	"LBRCODE"	"ACT_PH"	"CIBILBUSINESSINDUSTRYTYPE"	"SICCODE"	"ACTIVITYSUBGROUPDESCRIPTION"	"INTREST_FREQ"	"SRCSYSACTIVITYCODE"	"SRCSYSACTIVITYCODE1"	"SRCSYSACTIVITYNAME"	"SRCSYSACTIVITYNAME1"	"DESTSYSACTIVITYCODE"	"AUTHORISATIONSTATUS"	"EFFECTIVEFROMTIMEKEY"	"EFFECTIVETOTIMEKEY"	"CREATEDBY"	"DATECREATED"	"MODIFIEDBY"	"DATEMODIFIE"	"APPROVEDBY"	"DATEAPPROVED"	"D2KTIMESTAMP"	"VCI"	"IRBMARK"	"EWSINDUSTRYALT_KEY"	"BSEINDUSTRYALT_KEY"	"EWSKEYSECTORALT_KEY"	"NEWACTIVITYSEGMENT"	"ALLIED_AGR"
1771	2819	"MINT(PUDINA)"	"PUDINA"	"PUDINA"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01127"	"110"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"PD-AG"	""	""		"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15BE	""	""				"FARM-CREDIT"	"N"
2432	4663	"CUSTOMISED COMPUTER SOFTWARE DEVELOPMENT SERVICE"	"CUST SOFT DEVP"	"CUST SOFT DEVP"	"SERVICES"	"SERVICES"	" "	"N"		"72209"	"711"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	2870	49999	""		"D2K"		""		00000000000F15BF	""	""				" "	"N"
1713	2842	"CUMMIN SEED(JEERA)"	"JEERA"	"JEERA"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01127"	"110"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"PLANTATION/HORTICULTURE"	"SPICES"	28	"OTH"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C0	""	""				"FARM-CREDIT"	"N"
759	4665	"COMPUTER NETWORKING SERVICES"	"COMP-NETWKG-SERV"	"COMP-NETWKG-SERV"	"SERVICES"	"SERVICES"	" "	"N"		"72101"	"711"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C1	""	""				" "	"N"
1736	2865	"TAPIOCA"	"TAPIOCA"	"TAPIOCA"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"MISCELLANEOUS"	94	"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C2	""	""				"FARM-CREDIT"	"N"
761	4667	"DATA PROCESSING / ENTRY SERVICES"	"DATA-PROCESS-SERV"	"DATA-PROCESS-SERV"	"SERVICES"	"SERVICES"	" "	"N"		"72301"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"NF"	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C3	""	""				" "	"N"
1742	2871	"CLUSTER BEANS"	"CLUSTER BEANS"	"CLUSTER BEANS"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"VEGETABLES"	93	"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C4	""	""				"FARM-CREDIT"	"N"
398	3449	"ANY OTHER HOUSING LOAN"	"OTHHLOAN"	"OTHHLOAN"	"HOUSING"	"HOUSING"	" "	"Y"		"95011"	"871"		""	"NORMAL"	""	"02"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"HOUSING LOANS"	77	""	"11"	""	"HOUSING-DIRECT"	""	"3449"	""	"HOUSING-ANY OTHER HOUSING LOAN"	""	""	""	1400	49999	""		""		""		00000000000F15C5	""	""				" "	"N"
1753	2882	"TAMARIND FRUIT"	"TAMARIND FRUIT"	"TAMARIND FRUIT"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01125"	"110"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"PD-AG"	"PLANTATION/HORTICULTURE"	"MISCELLANEOUS"	29	"OTH"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C6	""	""				"FARM-CREDIT"	"N"
400	3452	"LOAN TO HUDCO"	"LN HUDCO"	"LN HUDCO"	"HOUSING"	"HOUS-INDR"	" "	"N"		"65935"	"830"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"HOUSING LOANS"	77	""	"11"	""	"HOUSING-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C7	""	""				" "	"N"
1757	2886	"BIG GRAM"	"BIG GRAM"	"BIG GRAM"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01102"	"102"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"PULSES"	89	"P"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C8	""	""				"FARM-CREDIT"	"N"
402	3454	"LOAN TO APEX CO-OP. HOUSING FINANCE SOCIETY"	"LN APEX HOU FIN SOC"	"LN APEX HOU FIN SOC"	"HOUSING"	"HOUS-INDR"	" "	"N"		"65908"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"HOUSING LOANS"	77	""	"11"	""	"HOUSING-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15C9	""	""				" "	"N"
1764	2893	"KARTALI (KANTOLA)"	"KARTALI"	"KARTALI"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"VEGETABLES"	93	"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15CA	""	""				"FARM-CREDIT"	"N"
405	3456	"TO OTHER GOVT. CORPO. FOR SC/ST AND WEAKER SEC."	"OTH GOVT SCST WK SEC"	"OTH GOVT SCST WK SEC"	"HOUSING"	"HOUS-INDR"	" "	"N"		"65935"	"830"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"HOUSING LOANS"	77	""	"11"	""	"HOUSING-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15CB	""	""				" "	"N"
1832	2898	"OTHER TUBERS"	"OTH TUBER"	"OTH TUBER"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"PD-AG"	""	""		""	"09"	""	"AGRICULTURE- FARM CROP LOANS"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15CC	""	""				"FARM-CREDIT"	"N"
1654	3458	"LOAN TO HDFC"	"HDFC"	"HDFC"	"HOUSING"	"HOUS-INDR"	" "	"N"		"65935"	"830"		""	"NORMAL"	""	""	"999"	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"HOUSING-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15CD	""	""				" "	"N"
251	2901	"TRADING/ DISTRI. OF FERTILIZERS"	"TRD DISTR FER"	"TRD DISTR FER"	"AGRICULTURE"	"AG-INDR"	" "	"Y"		"52301"	"199"		""	"NORMAL"	""	"53"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"AG-OTH"	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"09"	""	"AGRICULTURE-INDIRECT"	""	"2901"	""	"TRADING/ DISTRI. OF FERTILIZERS"	""	""	""	1400	49999	""		""		""		00000000000F15CE	""	""				"AGRI-Ancillary"	"N"
1587	3470	"HOUSING FIN.CO./CORP"	"HOUSG FIN CO/CORP"	"HOUSG FIN CO/CORP"	"HOUSING"	"HOUS-INDR"	" "	"N"		"65923"	"830"		""	"NORMAL"	""	""	""	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	""	""		""	"11"	""	"HOUSING-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15CF	""	""				" "	"N"
253	2903	"TRADING/ DISTRI. OF INSECTICIDES/PESTICIDES ETC"	"TRD OF PESTICIDE"	"TRD OF PESTICIDE"	"AGRICULTURE"	"AG-INDR"	" "	"Y"		"01182"	"199"		""	"NORMAL"	""	"53"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"AG-OTH"	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"09"	""	"AGRICULTURE-INDIRECT"	""	"2903"	""	"TRADING/ DISTRI. OF INSECTICIDES/PESTICIDES ETC"	""	""	""	1400	49999	""		""		""		00000000000F15D0	""	""				"AGRI-Ancillary"	"N"
407	3501	"FOR GENERAL CONSUMPTION"	"FOR-GEN-CONSUP"	"FOR-GEN-CONSUP"	"OPS"	"OPS"	" "	"Y"		"95019"	"879"		""	"NORMAL"	""	"05"	"999"	""	""		"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"CONSUMPTION LOANS"	78	""	"11"	""	"CONSUMPTION LOANS"	""	"3501"	""	"FOR GENERAL CONSUMPTION"	""	""	""	1400	49999	""		""		""		00000000000F15D1	""	""				" "	"N"
255	2905	"TRADING/ DISTRI. OF MULTIPLE INPUTS FOR AGRICULTURE"	"TRDG-MULTI-INPUT-AGR"	"TRDG-MULTI-INPUT-AGR"	"AGRICULTURE"	"AG-INDR"	" "	"N"		"01182"	"199"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"AG-OTH"	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"09"	""	"AGRICULTURE-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15D2	""	""				"AGRI-Ancillary"	"N"
3027	3999	"OTHER AGENCIES FOR LENDING TO PRIORITY SECTOR"	"OTHAG LEND PS"	"OTHAG LEND PS"	"OPS"	"OPS"	" "	"N"		"67103"	""		""	""	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"11"	""	"OTHER PRIORITY SECTOR"	""	""	""	""	""	""	""	3287	49999	"D2K"	11-MAR-14	"D2K"		""		00000000000F15D3	""	""				" "	"N"
257	2907	"DEALER OF DRIP/SPRINKLERS"	"DEALER DRIP SPRINK"	"DEALER DRIP SPRINK"	"AGRICULTURE"	"AG-INDR"	" "	"N"		"01182"	"199"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"C"	"E"	"AG-OTH"	"FARM MECHANISM"	"MISCELLANEOUS"	17	""	"09"	""	"AGRICULTURE-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15D4	""	""				"AGRI-Ancillary"	"N"
415	4002	"CARPETS"	"CARPETS-RTL"	"CARPETS-RTL"	"TRADING"	"RTL"	" "	"Y"		"52313"	"520"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"C"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4002"	""	"R-TRAD.-CARPETS"	""	""	""	1400	49999	""		""		""		00000000000F15D5	""	""				" "	"N"
259	2909	"RRB FOR ON LENDING TO AGRICULTURE & ALLIED (INDR)"	"RRB-LENDG-AGR-INDR"	"RRB-LENDG-AGR-INDR"	"AGRICULTURE"	"AG-INDR"	" "	"N"		"65103"	"800"		""	"NORMAL"	""	""	"999"	""	""	95	"AGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-INDIRECT"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15D6	""	""				"AGRI-Ancillary"	"N"
420	4011	"ORES, MINERAL & METALS"	"ORE-MIN-MET"	"ORE-MIN-MET"	"TRADING"	"RTL"	" "	"Y"		"52319"	"520"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4011"	""	"R-TRAD.-ORES, MINERAL and METALS"	""	""	""	1400	49999	""		""		""		00000000000F15D7	""	""				" "	"N"
422	4013	"AGRI. IMPLEMENTS & MACHINERY"	"AGRI-IMPL-MACH"	"AGRI-IMPL-MACH"	"TRADING"	"RTL"	" "	"Y"		"52303"	"199"		""	"NORMAL"	""	"00"	"700"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"04"	""	"RETAIL TRADE"	""	"4013"	""	"R-TRAD.-AGRI. IMPLEMENTS and MACHINERY"	""	""	""	1400	49999	""		""		""		00000000000F15D8	""	""				" "	"N"
281	2975	"LOANS TO NATIONAL CO-OPERATIVE DEVELOPMENT CORPORATION (NCDC)"	"LN NCDC"	"LN NCDC"	"AGRICULTURE"	"AG-INDR"	" "	"N"		"01182"	"199"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	"AG-OTH"	""	""		""	"09"	""	"AGRICULTURE-INDIRECT"	"Y"	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15D9	""	""				"AGRI-Ancillary"	"N"
427	4016	"AUTOMOBILES  ? THREE WHEELERS"	"AUTO-THREE-WHLR"	"AUTO-THREE-WHLR"	"TRADING"	"RTL"	" "	"Y"		"50001"	"520"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4016"	""	"R-TRAD.-AUTOMOBILES.THREE WHEELERS"	""	""	""	1400	49999	""		""		""		00000000000F15DA	""	""				" "	"N"
429	4018	"AUTOMOBILES  ? COMMERCIAL VEHICLES"	"AUTO-COMM-VEH"	"AUTO-COMM-VEH"	"TRADING"	"RTL"	" "	"Y"		"50001"	"520"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4018"	""	"R-TRAD.-AUTOMOBILES.COMMERCIAL VEHICLES"	""	""	""	1400	49999	""		""		""		00000000000F15DB	""	""				" "	"N"
2088	2708	"BOTTLE-GOURD"	"BOTTLEGOURD"	"BOTTLEGOURD"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"VEGETABLES"	93	"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15DC	""	""				"FARM-CREDIT"	"N"
2090	2711	"BRUSSELS SPROUTS"	"BRUSSELS SPROUTS"	"BRUSSELS SPROUTS"	"AGRICULTURE"	"FARM-CROP"	"CASH CROP"	"N"		"01108"	"109"		""	"NORMAL"	""	""	"999"	""	""		"AGRI"	"E"	"E"	"E"	"C"	"E"	"E"	"PD-AG"	"CROP LOANS"	"VEGETABLES"	93	"V"	"09"	""	"AGRICULTURE- FARM CROP LOANS"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15DD	""	""				"FARM-CREDIT"	"N"
2418	2974	"LOANS TO MFIS FOR ON LENDING TO INDIVIDUAL FARMERS OR THEIR SHGS/JLGS"	"NGO IN FR SHGJLG"	"NGO IN FR SHGJLG"	"AGRICULTURE"	"AG-INDR"	" "	"Y"		"01182"	"199"		""	"NORMAL"	""	"53"	"999"	""	""		"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"09"	""	"AGRICULTURE-INDIRECT"	""	"2974"	""	"LOANS TO MFIS FOR ON LENDING TO INDIVIDUAL FARMERS OR THEIR SHGS/JLGS"	""	""	""	2575	49999	""		""		""		00000000000F15DE	""	""				"AGRI-Ancillary"	"N"
461	4082	"COAL ? TAR DYE STUFFS"	"COLTAR-DYE-STUFF-RTL"	"COLTAR-DYE-STUFF-RTL"	"TRADING"	"RTL"	" "	"N"		"52313"	"520"		""	"NORMAL"	""	""	"509"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"04"	""	"RETAIL TRADE"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15DF	""	""				" "	"N"
763	4669	"CYBER CAF? / INTERNET RELATED SERVICES"	"CYBER-CAF?-SERV"	"CYBER-CAF?-SERV"	"SERVICES"	"SERVICES"	" "	"N"		"64201"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E0	""	""				" "	"N"
463	4084	"EXPLOSIVES & PYROTECHNIC PRODUCTS"	"EXPLS-PYROTECH-RTL"	"EXPLS-PYROTECH-RTL"	"TRADING"	"RTL"	" "	"N"		"52313"	"520"		""	"NORMAL"	""	""	"515"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E1	""	""				" "	"N"
764	4671	"INTERNET SERVICE PROVIDERS"	"INTRNT-SERV-PROVIDR"	"INTRNT-SERV-PROVIDR"	"SERVICES"	"SERVICES"	" "	"N"		"72909"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E2	""	""				" "	"N"
465	4086	"SCRAP DEALER - INDUSTRIAL SCRAP"	"SCRAP-DELR-IND-RTL"	"SCRAP-DELR-IND-RTL"	"TRADING"	"RTL"	" "	"Y"		"52319"	"520"		""	"NORMAL"	""	"00"	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4086"	""	"R-TRAD.-SCRAP DEALER - INDUSTRIAL SCRAP"	""	""	""	1400	49999	""		""		""		00000000000F15E3	""	""				" "	"N"
766	4673	"CALL CENTERS/ DATA CENTERS"	"CALL-DATA-CNTR"	"CALL-DATA-CNTR"	"SERVICES"	"SERVICES"	" "	"N"		"93003"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E4	""	""				" "	"N"
467	4090	"AYURVEDIC/ UNANI MEDICINE"	"AYUR-UNANI-MEDI-RTL"	"AYUR-UNANI-MEDI-RTL"	"TRADING"	"RTL"	" "	"Y"		"52313"	"520"		""	"NORMAL"	""	"00"	"513"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	"NF"	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4090"	""	"R-TRAD.-AYURVEDIC/ UNANI MEDICINE"	""	""	""	1400	49999	""		""		""		00000000000F15E5	""	""				" "	"N"
768	4675	"ERP SOLUTIONS"	"ERP-SOLUTIONS"	"ERP-SOLUTIONS"	"SERVICES"	"SERVICES"	" "	"N"		"72909"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E6	""	""				" "	"N"
469	4092	"HOMEOPATHIC MEDICINE"	"HOMEO-MEDI-RTL"	"HOMEO-MEDI-RTL"	"TRADING"	"RTL"	" "	"Y"		"52313"	"520"		""	"NORMAL"	""	"00"	"513"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4092"	""	"R-TRAD.-HOMEOPATHIC MEDICINE"	""	""	""	1400	49999	""		""		""		00000000000F15E7	""	""				" "	"N"
770	4677	"BASIC TELEPHONE SERVICES"	"B-TELE-SER"	"B-TELE-SER"	"SERVICES"	"INFRA SERVICES"	"TELE-COMM-SER"	"N"		"64202"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"C"	"E"	"E"	"E"	"C"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"INFRASTRUCTURE - SERVICES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15E8	""	""				" "	"N"
471	4094	"SURGICAL EQUIPMENTS"	"SURGI-EQUIP-RTL"	"SURGI-EQUIP-RTL"	"TRADING"	"RTL"	" "	"Y"		"52313"	"520"		""	"NORMAL"	""	"00"	"513"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4094"	""	"R-TRAD.-SURGICAL EQUIPMENTS"	""	""	""	1400	49999	""		""		""		00000000000F15E9	""	""				" "	"N"
2473	4682	"PAGING SERVICES"	"PAG-SER"	"PAG-SER"	"SERVICES"	"SERVICES"	" "	"N"		"64201"	"719"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	2919	49999	""	28-DEC-12	"D2K"		""		00000000000F15EA	""	""				" "	"N"
473	4096	"LABORATORY CHEMICALS"	"LABORATRY-CHEMI-RTL"	"LABORATRY-CHEMI-RTL"	"TRADING"	"RTL"	" "	"N"		"52313"	"520"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"C"	""	"OTHER PRIORITY SECTOR"	"MISCELLANEOUS"	79	""	"04"	""	"RETAIL TRADE"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15EB	""	""				" "	"N"
774	4684	"DIAMOND CUTTING & POLISHING (SERVICES)"	"DIAMOND-CUTNG-SERV"	"DIAMOND-CUTNG-SERV"	"SERVICES"	"SERVICES"	" "	"N"		"36902"	"260"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"NON FARM SECTOR & SSI"	"MISCELLANEOUS"	71	""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15EC	""	""				" "	"N"
475	4099	"ANY OTHER MEDICINE"	"ANY-OTH-MEDI-RTL"	"ANY-OTH-MEDI-RTL"	"TRADING"	"RTL"	" "	"Y"		"52313"	"520"		""	"NORMAL"	""	"00"	"513"	""	""	95	"NONAGRI"	"E"	"E"	"E"	"E"	"E"	"E"	""	"OTHER PRIORITY SECTOR"	"RETAIL TRADE/SMALL BUSINESS"	74	""	"04"	""	"RETAIL TRADE"	""	"4099"	""	"R-TRAD.-ANY OTHER MEDICINE"	""	""	""	1400	49999	""		""		""		00000000000F15ED	""	""				" "	"N"
776	4686	"PROFESSIONAL: CA/ICWA/MGT SERVICES"	"PROF CA/ICWA/MGT"	"PROF CA/ICWA/MGT"	"SERVICES"	"SERVICES"	" "	"N"		"74101"	"711"		""	"NORMAL"	""	""	"999"	""	""	95	"NONAGRI"	""	""	""	""	""	""	""	""	""		""	"06"	""	"SERVICES ACTIVITIES"	""	""	""	""	""	""	""	1400	49999	""		"D2K"		""		00000000000F15EE	""	""				" "	"N"
