"IDENTITYKEY"	"USERID"	"DESCRIPTION"	"MODE_"	"STARTTIME"	"ENDTIME"	"TIMETAKEN_SEC"	"TIMEKEY"	"SETID"	"PROC_LOC"	"STATUSFLAG"
10238	"TF743"	"Global table to Main Table"	"COMPLETE"	13-AUG-24 06.45.34.010000000 PM	13-AUG-24 06.45.43.190000000 PM	9	27182	2	""	""
10239	"TF743"	"InsertDataIntoHistTable"	"RUNNING"	13-AUG-24 06.45.43.190000000 PM			27182	2	""	""
10240	"TF743"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	13-AUG-24 07.39.06.600000000 PM	13-AUG-24 07.39.10.077000000 PM	4	27210	1	""	""
10241	"TF743"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	13-AUG-24 07.39.10.077000000 PM	13-AUG-24 07.39.17.263000000 PM	7	27210	1	""	""
10242	"TF743"	"UPDATE PANNO"	"COMPLETE"	13-AUG-24 07.39.17.263000000 PM	13-AUG-24 07.39.17.490000000 PM	0	27210	1	""	""
10243	"TF743"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	13-AUG-24 07.39.17.490000000 PM	13-AUG-24 07.39.17.630000000 PM	0	27210	1	""	""
10244	"TF743"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	13-AUG-24 07.39.17.633000000 PM	13-AUG-24 07.39.17.720000000 PM	0	27210	1	""	""
10245	"TF743"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	13-AUG-24 07.39.17.720000000 PM	13-AUG-24 07.39.24.607000000 PM	7	27210	1	""	""
10246	"TF743"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	13-AUG-24 07.39.24.607000000 PM	13-AUG-24 07.39.28.257000000 PM	4	27210	1	""	""
10247	"TF743"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	13-AUG-24 07.39.28.257000000 PM	13-AUG-24 07.39.29.160000000 PM	1	27210	1	""	""
10248	"TF743"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	13-AUG-24 07.39.29.160000000 PM	13-AUG-24 07.39.29.177000000 PM	0	27210	1	""	""
10249	"TF743"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	13-AUG-24 07.39.29.177000000 PM	13-AUG-24 07.39.41.823000000 PM	12	27210	1	""	""
10250	"TF743"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	13-AUG-24 07.39.41.823000000 PM	13-AUG-24 07.39.46.077000000 PM	5	27210	1	""	""
10251	"TF743"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	13-AUG-24 07.39.47.117000000 PM	13-AUG-24 07.39.53.473000000 PM	6	27210	1	""	""
10252	"TF743"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	13-AUG-24 07.39.53.473000000 PM	13-AUG-24 07.39.56.440000000 PM	3	27210	1	""	""
10253	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	13-AUG-24 07.39.56.440000000 PM	13-AUG-24 07.39.56.440000000 PM	0	27210	1	""	""
10254	"TF743"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	13-AUG-24 07.39.56.440000000 PM	13-AUG-24 07.39.56.440000000 PM	0	27210	1	""	""
10255	"TF743"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	13-AUG-24 07.39.56.443000000 PM	13-AUG-24 07.39.58.710000000 PM	2	27210	1	""	""
10256	"TF743"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	13-AUG-24 07.39.58.710000000 PM	13-AUG-24 07.39.59.697000000 PM	1	27210	1	""	""
10257	"TF743"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	13-AUG-24 07.39.59.697000000 PM	13-AUG-24 07.40.00.737000000 PM	1	27210	1	""	""
10258	"TF743"	"marking  always NPA account table level"	"COMPLETE"	13-AUG-24 07.40.00.737000000 PM	13-AUG-24 07.40.01.413000000 PM	1	27210	1	""	""
10259	"TF743"	"marking  always STD CUSTOMER  level"	"COMPLETE"	13-AUG-24 07.40.01.417000000 PM	13-AUG-24 07.40.01.763000000 PM	0	27210	1	""	""
10260	"TF743"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	13-AUG-24 07.40.01.763000000 PM	13-AUG-24 07.40.01.860000000 PM	0	27210	1	""	""
10261	"TF743"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	13-AUG-24 07.40.01.860000000 PM	13-AUG-24 07.40.02.023000000 PM	1	27210	1	""	""
10262	"TF743"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	13-AUG-24 07.40.02.023000000 PM	13-AUG-24 07.40.02.167000000 PM	0	27210	1	""	""
10263	"TF743"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	13-AUG-24 07.40.02.167000000 PM	13-AUG-24 07.40.06.627000000 PM	4	27210	1	""	""
10264	"TF743"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	13-AUG-24 07.40.06.630000000 PM	13-AUG-24 07.40.09.260000000 PM	3	27210	1	""	""
10265	"TF743"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	13-AUG-24 07.40.09.260000000 PM	13-AUG-24 07.40.10.200000000 PM	1	27210	1	""	""
10266	"TF743"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	13-AUG-24 07.40.10.200000000 PM	13-AUG-24 07.40.18.117000000 PM	8	27210	1	""	""
10267	"TF743"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	13-AUG-24 07.40.18.117000000 PM	13-AUG-24 07.40.18.850000000 PM	0	27210	1	""	""
10268	"TF743"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	13-AUG-24 07.40.18.850000000 PM	13-AUG-24 07.40.19.453000000 PM	1	27210	1	""	""
11383	"D2KT\DBSERVER$"	"UPDATE Repossessed ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	23-AUG-24 01.19.45.347000000 PM	23-AUG-24 01.19.45.360000000 PM	0	27180	8	""	""
11384	"D2KT\DBSERVER$"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	23-AUG-24 01.19.45.360000000 PM	23-AUG-24 01.19.45.373000000 PM	0	27180	8	""	""
11385	"D2KT\DBSERVER$"	"UPDATE SARFAESI ACCOUNT MARKING IN PRO.ACCOUNTCAL"	"COMPLETE"	23-AUG-24 01.19.45.373000000 PM	23-AUG-24 01.19.45.383000000 PM	0	27180	8	""	""
11386	"D2KT\DBSERVER$"	"UPDATE FRAUD ACCOUNT MARKING  IN PRO.ACCOUNTCAL"	"COMPLETE"	23-AUG-24 01.19.45.383000000 PM	23-AUG-24 01.19.45.390000000 PM	0	27180	8	""	""
11387	"D2KT\DBSERVER$"	"UPDATE EXCEPTIONAL DEGRADATION MARKING IN PRO.CUSTOMERCAL"	"COMPLETE"	23-AUG-24 01.19.45.393000000 PM	23-AUG-24 01.19.45.400000000 PM	0	27180	8	""	""
11646	"TM857"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	02-SEP-24 12.47.02.820000000 AM	02-SEP-24 12.47.05.990000000 AM	3	27183	37	""	""
11647	"TM857"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	02-SEP-24 12.47.05.990000000 AM	02-SEP-24 12.47.13.110000000 AM	8	27183	37	""	""
11648	"TM857"	"UPDATE PANNO"	"COMPLETE"	02-SEP-24 12.47.13.110000000 AM	02-SEP-24 12.47.13.243000000 AM	0	27183	37	""	""
11649	"TM857"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	02-SEP-24 12.47.13.247000000 AM	02-SEP-24 12.47.13.387000000 AM	0	27183	37	""	""
11650	"TM857"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	02-SEP-24 12.47.13.387000000 AM	02-SEP-24 12.47.13.480000000 AM	0	27183	37	""	""
11651	"TM857"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.47.13.480000000 AM	02-SEP-24 12.47.20.330000000 AM	7	27183	37	""	""
11652	"TM857"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	02-SEP-24 12.47.20.330000000 AM	02-SEP-24 12.47.25.287000000 AM	5	27183	37	""	""
11653	"TM857"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	02-SEP-24 12.47.25.287000000 AM	02-SEP-24 12.47.26.220000000 AM	1	27183	37	""	""
11654	"TM857"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.47.26.220000000 AM	02-SEP-24 12.47.26.237000000 AM	0	27183	37	""	""
11655	"TM857"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	02-SEP-24 12.47.26.237000000 AM	02-SEP-24 12.47.35.700000000 AM	9	27183	37	""	""
11656	"TM857"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	02-SEP-24 12.47.35.703000000 AM	02-SEP-24 12.47.44.093000000 AM	9	27183	37	""	""
11657	"TM857"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	02-SEP-24 12.47.44.413000000 AM	02-SEP-24 12.47.47.203000000 AM	3	27183	37	""	""
11658	"TM857"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	02-SEP-24 12.47.47.203000000 AM	02-SEP-24 12.47.50.310000000 AM	3	27183	37	""	""
11659	"TM857"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	02-SEP-24 12.47.50.313000000 AM	02-SEP-24 12.47.50.313000000 AM	0	27183	37	""	""
11660	"TM857"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	02-SEP-24 12.47.50.313000000 AM	02-SEP-24 12.47.50.313000000 AM	0	27183	37	""	""
11661	"TM857"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	02-SEP-24 12.47.50.313000000 AM	02-SEP-24 12.47.51.913000000 AM	1	27183	37	""	""
11662	"TM857"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	02-SEP-24 12.47.51.913000000 AM	02-SEP-24 12.47.52.860000000 AM	1	27183	37	""	""
11663	"TM857"	"MARKING OF ALWAYS STD Account LEVEL"	"COMPLETE"	02-SEP-24 12.47.52.860000000 AM	02-SEP-24 12.47.53.870000000 AM	1	27183	37	""	""
11664	"TM857"	"marking  always NPA account table level"	"COMPLETE"	02-SEP-24 12.47.53.870000000 AM	02-SEP-24 12.47.54.543000000 AM	1	27183	37	""	""
11665	"TM857"	"marking  always STD CUSTOMER  level"	"COMPLETE"	02-SEP-24 12.47.54.543000000 AM	02-SEP-24 12.47.54.863000000 AM	0	27183	37	""	""
11666	"TM857"	"marking  always NPA CUSTOMER table level"	"COMPLETE"	02-SEP-24 12.47.54.863000000 AM	02-SEP-24 12.47.54.960000000 AM	0	27183	37	""	""
11667	"TM857"	"UPDATE Accounts whose customer is in always standaed category"	"COMPLETE"	02-SEP-24 12.47.54.960000000 AM	02-SEP-24 12.47.55.113000000 AM	1	27183	37	""	""
11668	"TM857"	"UPDATE Accounts whose customer is in always NPA category"	"COMPLETE"	02-SEP-24 12.47.55.113000000 AM	02-SEP-24 12.47.55.260000000 AM	0	27183	37	""	""
11669	"TM857"	"CurrAssetClassAlt_Key update in Account Cal from customer Cal systemAssetclassalt_key"	"COMPLETE"	02-SEP-24 12.47.55.263000000 AM	02-SEP-24 12.48.02.397000000 AM	7	27183	37	""	""
11670	"TM857"	"UPDATE InitialNpaDt AND FinalNpaDt AT Account  level from customer to account"	"COMPLETE"	02-SEP-24 12.48.02.397000000 AM	02-SEP-24 12.48.05.043000000 AM	3	27183	37	""	""
11671	"TM857"	"marking always NPA account table level where vision plus  AccountBlockcode2=K"	"COMPLETE"	02-SEP-24 12.48.05.043000000 AM	02-SEP-24 12.48.05.970000000 AM	0	27183	37	""	""
11672	"TM857"	"marking always NPA account table level where WriteOffAmount>0"	"COMPLETE"	02-SEP-24 12.48.05.970000000 AM	02-SEP-24 12.48.10.870000000 AM	5	27183	37	""	""
11673	"TM857"	"UPDATE PrvQtrRV  AT Customer level"	"COMPLETE"	02-SEP-24 12.48.10.873000000 AM	02-SEP-24 12.48.11.170000000 AM	1	27183	37	""	""
11674	"TM857"	"UPDATE CurntQtrRv  AT Customer level"	"COMPLETE"	02-SEP-24 12.48.11.170000000 AM	02-SEP-24 12.48.11.783000000 AM	0	27183	37	""	""
11675	"TM857"	"UPDATE SECURITY FLAG WHERE SECURITY AT CUSTOMER LEVEL BUT  SecApp UNSECURED AT ACCOUNT LEVEL"	"RUNNING"	02-SEP-24 12.48.11.783000000 AM			27183	37	""	""
11676	"TM857"	"update FlgAbinitio MARK at account level"	"COMPLETE"	02-SEP-24 12.48.11.913000000 AM	02-SEP-24 12.48.11.960000000 AM	0	27183	37	""	""
11677	"TM857"	"update FlgFITL MARK at account level"	"COMPLETE"	02-SEP-24 12.48.11.960000000 AM	02-SEP-24 12.48.12.027000000 AM	1	27183	37	""	""
11678	"TM857"	"UPDATE OVERDUESINCEDT FROM BILL DETAIL TABLE "	"COMPLETE"	02-SEP-24 12.48.12.030000000 AM	02-SEP-24 12.48.12.427000000 AM	0	27183	37	""	""
11679	"TM857"	"UPDATE CoverGovGur BILL AT ACCOUNT LEVEL"	"COMPLETE"	02-SEP-24 12.48.12.427000000 AM	02-SEP-24 12.48.12.620000000 AM	0	27183	37	""	""
11680	"TM857"	"UPDATE CoverGovGur PC AT ACCOUNT LEVEL"	"COMPLETE"	02-SEP-24 12.48.12.620000000 AM	02-SEP-24 12.48.12.843000000 AM	0	27183	37	""	""
11681	"TM857"	"UPDATE CoverGovGur DL AT ACCOUNT LEVEL"	"COMPLETE"	02-SEP-24 12.48.12.843000000 AM	02-SEP-24 12.48.13.027000000 AM	1	27183	37	""	""
11682	"TM857"	"UPDATE CoverGovGur CC AT ACCOUNT LEVEL"	"COMPLETE"	02-SEP-24 12.48.13.027000000 AM	02-SEP-24 12.48.13.150000000 AM	0	27183	37	""	""
11683	"TM857"	"UPDATE PrvQtrInt,CurQtrInt,CurQtrCredit,PreQtrCredit"	"COMPLETE"	02-SEP-24 12.48.13.153000000 AM	02-SEP-24 12.48.20.890000000 AM	7	27183	37	""	""
11684	"TM857"	"UPDATE INTNOTSERVICEDDT IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.20.890000000 AM	02-SEP-24 12.48.21.897000000 AM	1	27183	37	""	""
11685	"TM857"	"OVERDUE SINCE DATE IS AVAILABLE BUT OVERDUE AMOUT IS ZERO"	"COMPLETE"	02-SEP-24 12.48.21.897000000 AM	02-SEP-24 12.48.21.897000000 AM	0	27183	37	""	""
11686	"TM857"	"Stock statement date Data Preperation"	"COMPLETE"	02-SEP-24 12.48.21.897000000 AM	02-SEP-24 12.48.21.943000000 AM	0	27183	37	""	""
11687	"TM857"	"update stock statement date in ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.21.943000000 AM	02-SEP-24 12.48.22.123000000 AM	1	27183	37	""	""
11688	"TM857"	"UPDATE DerecognisedInterest1 AMT IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.22.123000000 AM	02-SEP-24 12.48.22.390000000 AM	0	27183	37	""	""
11689	"TM857"	"UPDATE DerecognisedInterest2 AMT IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.22.390000000 AM	02-SEP-24 12.48.22.657000000 AM	0	27183	37	""	""
11690	"TM857"	"UPDATE GovGurAmt FROM ADVACOTHERDETAIL"	"COMPLETE"	02-SEP-24 12.48.22.657000000 AM	02-SEP-24 12.48.22.807000000 AM	0	27183	37	""	""
11691	"TM857"	"UPDATE UnserviedInt FROM AdvAcFinancialDetail"	"COMPLETE"	02-SEP-24 12.48.22.807000000 AM	02-SEP-24 12.48.22.807000000 AM	0	27183	37	""	""
11692	"TM857"	"UPDATE FRAUD ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.22.807000000 AM	02-SEP-24 12.48.22.863000000 AM	0	27183	37	""	""
11693	"TM857"	"UPDATE FRAUD ACCOUNT MARKING  IN ##CUSTOMERCAL"	"COMPLETE"	02-SEP-24 12.48.22.863000000 AM	02-SEP-24 12.48.23.047000000 AM	1	27183	37	""	""
11694	"TM857"	"UPDATE IBPC MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.047000000 AM	02-SEP-24 12.48.23.070000000 AM	0	27183	37	""	""
11695	"TM857"	"UPDATE Securitised MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.070000000 AM	02-SEP-24 12.48.23.090000000 AM	0	27183	37	""	""
11696	"TM857"	"UPDATE PUI MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.090000000 AM	02-SEP-24 12.48.23.107000000 AM	0	27183	37	""	""
11697	"TM857"	"UPDATE RFA MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.107000000 AM	02-SEP-24 12.48.23.160000000 AM	0	27183	37	""	""
11698	"TM857"	"UPDATE NonCooperative MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.160000000 AM	02-SEP-24 12.48.23.207000000 AM	0	27183	37	""	""
11699	"TM857"	"UPDATE Repossessed ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.207000000 AM	02-SEP-24 12.48.23.497000000 AM	0	27183	37	""	""
11700	"TM857"	"UPDATE Inherent Weakness ACCOUNT MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.497000000 AM	02-SEP-24 12.48.23.740000000 AM	0	27183	37	""	""
11701	"TM857"	"UPDATE SARFAESI ACCOUNT MARKING IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.23.740000000 AM	02-SEP-24 12.48.24.030000000 AM	1	27183	37	""	""
11702	"TM857"	"UPDATE RC-Pending MARKING  IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.24.030000000 AM	02-SEP-24 12.48.24.077000000 AM	0	27183	37	""	""
11703	"TM857"	"UPDATE Written-Off Accounts MARKING IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.24.077000000 AM	02-SEP-24 12.48.24.450000000 AM	0	27183	37	""	""
11704	"TM857"	"UPDATE CONDI_STD IN ##ACCOUNTCAL"	"COMPLETE"	02-SEP-24 12.48.24.450000000 AM	02-SEP-24 12.48.25.227000000 AM	1	27183	37	""	""
11705	"TM857"	"UPDATE Last Credit Date"	"COMPLETE"	02-SEP-24 12.48.25.227000000 AM	02-SEP-24 12.48.26.040000000 AM	1	27183	37	""	""
11706	"TM857"	"UPDATE AddlProvisionAmount  AT Account level"	"COMPLETE"	02-SEP-24 12.48.26.040000000 AM	02-SEP-24 12.48.26.040000000 AM	0	27183	37	""	""
11707	"TM857"	"MOC UPDATES AUTO AND MANUAL"	"COMPLETE"	02-SEP-24 12.48.29.200000000 AM	02-SEP-24 12.48.32.390000000 AM	3	27183	37	""	""
11708	"TM857"	"CoBorrower"	"COMPLETE"	02-SEP-24 12.48.32.390000000 AM	02-SEP-24 12.48.32.657000000 AM	0	27183	37	""	""
11709	"TM857"	"Reference_Period_Calculation"	"COMPLETE"	02-SEP-24 12.48.32.997000000 AM	02-SEP-24 12.48.46.580000000 AM	14	27183	38	""	""
11710	"TM857"	"DPD_Calculation"	"COMPLETE"	02-SEP-24 12.48.46.580000000 AM	02-SEP-24 12.48.52.800000000 AM	6	27183	38	""	""
11711	"TM857"	"Marking_InMonthMark_Customer_Account_level"	"COMPLETE"	02-SEP-24 12.48.52.803000000 AM	02-SEP-24 12.48.54.790000000 AM	2	27183	38	""	""
11712	"TM857"	"Marking_FlgDeg_Degreason"	"COMPLETE"	02-SEP-24 12.48.54.790000000 AM	02-SEP-24 12.48.59.067000000 AM	5	27183	38	""	""
11713	"TM857"	"MaxDPD_ReferencePeriod_Calculation"	"COMPLETE"	02-SEP-24 12.48.59.070000000 AM	02-SEP-24 12.49.03.860000000 AM	4	27183	38	""	""
11714	"TM857"	"NPA_Date_Calculation"	"COMPLETE"	02-SEP-24 12.49.03.860000000 AM	02-SEP-24 12.49.05.670000000 AM	2	27183	38	""	""
11715	"TM857"	"Update_AssetClass"	"COMPLETE"	02-SEP-24 12.49.05.670000000 AM	02-SEP-24 12.49.29.263000000 AM	24	27183	38	""	""
11716	"TM857"	"NPA_Erosion_Aging"	"COMPLETE"	02-SEP-24 12.49.29.263000000 AM	02-SEP-24 12.49.30.947000000 AM	1	27183	38	""	""
11717	"TM857"	"Final_AssetClass_Npadate"	"COMPLETE"	02-SEP-24 12.49.30.947000000 AM	02-SEP-24 12.49.38.163000000 AM	8	27183	38	""	""
11718	"TM857"	"Upgrade_Customer_Account"	"COMPLETE"	02-SEP-24 12.49.38.167000000 AM	02-SEP-24 12.49.47.380000000 AM	9	27183	38	""	""
11719	"TM857"	"SMA_MARKING"	"COMPLETE"	02-SEP-24 12.49.47.380000000 AM	02-SEP-24 12.49.59.560000000 AM	12	27183	38	""	""
11720	"TM857"	"Marking_FlgPNPA"	"COMPLETE"	02-SEP-24 12.49.59.560000000 AM	02-SEP-24 12.50.04.433000000 AM	5	27183	38	""	""
11721	"TM857"	"Marking_NPA_Reason_NPAAccount"	"COMPLETE"	02-SEP-24 12.50.04.433000000 AM	02-SEP-24 12.50.11.537000000 AM	7	27183	38	""	""
11722	"TM857"	"UpdateProvisionKey_AccountWise"	"COMPLETE"	02-SEP-24 12.50.11.537000000 AM	02-SEP-24 12.50.16.893000000 AM	5	27183	38	""	""
11723	"TM857"	"UpdateNetBalance_AccountWise"	"COMPLETE"	02-SEP-24 12.50.16.897000000 AM	02-SEP-24 12.50.19.103000000 AM	3	27183	38	""	""
11724	"TM857"	"GovtGuarAppropriation"	"COMPLETE"	02-SEP-24 12.50.19.103000000 AM	02-SEP-24 12.50.21.960000000 AM	2	27183	38	""	""
11725	"TM857"	"SecurityAppropriation"	"COMPLETE"	02-SEP-24 12.50.21.963000000 AM	02-SEP-24 12.50.24.263000000 AM	3	27183	38	""	""
11726	"TM857"	"UpdateUsedRV"	"COMPLETE"	02-SEP-24 12.50.24.267000000 AM	02-SEP-24 12.50.26.983000000 AM	2	27183	38	""	""
11727	"TM857"	"ProvisionComputationSecured"	"COMPLETE"	02-SEP-24 12.50.26.987000000 AM	02-SEP-24 12.50.35.293000000 AM	9	27183	38	""	""
11728	"TM857"	"GovtGurCoverAmount"	"COMPLETE"	02-SEP-24 12.50.35.293000000 AM	02-SEP-24 12.50.37.160000000 AM	2	27183	38	""	""
11729	"TM857"	"UpdationProvisionComputationUnSecured"	"COMPLETE"	02-SEP-24 12.50.37.160000000 AM	02-SEP-24 12.50.49.613000000 AM	12	27183	38	""	""
11730	"TM857"	"UpdationTotalProvision"	"COMPLETE"	02-SEP-24 12.50.49.613000000 AM	02-SEP-24 12.50.59.917000000 AM	10	27183	38	""	""
11731	"TM857"	"Global table to Main Table"	"COMPLETE"	02-SEP-24 12.50.59.940000000 AM	02-SEP-24 12.51.07.987000000 AM	8	27183	39	""	""
12312	"TM1067"	"INSERT DATA FOR PRO.CUSTOMERCAL CAL TABLE"	"COMPLETE"	10-SEP-24 12.14.31.413000000 PM	10-SEP-24 12.14.34.523000000 PM	3	27184	20	""	""
12313	"TM1067"	"INSERT DATA IN ACCOUNTCAL TABLE"	"COMPLETE"	10-SEP-24 12.14.34.523000000 PM	10-SEP-24 12.14.41.460000000 PM	7	27184	20	""	""
12314	"TM1067"	"UPDATE PANNO"	"COMPLETE"	10-SEP-24 12.14.41.463000000 PM	10-SEP-24 12.14.41.587000000 PM	0	27184	20	""	""
12315	"TM1067"	"UPDATE AADHAR NUMBER IN CUSTOMER CAL"	"COMPLETE"	10-SEP-24 12.14.41.590000000 PM	10-SEP-24 12.14.41.730000000 PM	0	27184	20	""	""
12316	"TM1067"	"INSERT INVALID PANCARDNO|AADHARCARDNO"	"COMPLETE"	10-SEP-24 12.14.41.730000000 PM	10-SEP-24 12.14.41.820000000 PM	0	27184	20	""	""
12317	"TM1067"	"UPDATE ProductCode IN ACCOUNTCAL"	"COMPLETE"	10-SEP-24 12.14.41.820000000 PM	10-SEP-24 12.14.48.497000000 PM	7	27184	20	""	""
12318	"TM1067"	"UPDATE DRAWINGPOWER|REVIEWDUEDT FOR ALL ACCOUNT"	"COMPLETE"	10-SEP-24 12.14.48.497000000 PM	10-SEP-24 12.14.51.923000000 PM	3	27184	20	""	""
12319	"TM1067"	"UPDATE Asset_Norm|FacilityType ISLAD  ACCOUNT"	"COMPLETE"	10-SEP-24 12.14.51.923000000 PM	10-SEP-24 12.14.52.843000000 PM	1	27184	20	""	""
12320	"TM1067"	"UPDATE BANK ASSET CLASSIFICATION IN ACCOUNTCAL"	"COMPLETE"	10-SEP-24 12.14.52.847000000 PM	10-SEP-24 12.14.52.863000000 PM	0	27184	20	""	""
12321	"TM1067"	"UPDATE ContiExcessDt FOR CC ACCOUNT"	"COMPLETE"	10-SEP-24 12.14.52.863000000 PM	10-SEP-24 12.15.02.430000000 PM	10	27184	20	""	""
12322	"TM1067"	"UPDATE Balance,LastCrDate,CreditsinceDt FOR ALL ACCOUNT"	"COMPLETE"	10-SEP-24 12.15.02.430000000 PM	10-SEP-24 12.15.10.183000000 PM	8	27184	20	""	""
12323	"TM1067"	"UPDATE OVERDUE SINCE DATE DUE TO DPD MAX FOR VISION PLUS DATA ONLY"	"COMPLETE"	10-SEP-24 12.15.10.517000000 PM	10-SEP-24 12.15.13.193000000 PM	3	27184	20	""	""
12324	"TM1067"	"SrcAssetClass_Key key|SysAssetClassAlt_Key"	"COMPLETE"	10-SEP-24 12.15.13.193000000 PM	10-SEP-24 12.15.20.180000000 PM	7	27184	20	""	""
12325	"TM1067"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY PAN NO"	"COMPLETE"	10-SEP-24 12.15.20.180000000 PM	10-SEP-24 12.15.20.180000000 PM	0	27184	20	""	""
12326	"TM1067"	"UPDATE SYSASSETCLASSALT_KEY|SYSNPA_DT BY AADHARCARD NO"	"COMPLETE"	10-SEP-24 12.15.20.180000000 PM	10-SEP-24 12.15.20.183000000 PM	0	27184	20	""	""
12327	"TM1067"	"SplCatg Alt_Key ACCOUNT LEVEL"	"COMPLETE"	10-SEP-24 12.15.20.183000000 PM	10-SEP-24 12.15.21.767000000 PM	1	27184	20	""	""
12328	"TM1067"	"UPDATE SplCatg Alt_Key CUSTOMER LEVEL"	"COMPLETE"	10-SEP-24 12.15.21.770000000 PM	10-SEP-24 12.15.22.777000000 PM	1	27184	20	""	""
